Credit_Score,City,Gender,Age,Customer_Since,Current_Account_Balance,Num_of_products,UPI_Enabled,Estimated_Yearly_Income,Customer_Status,Age_Group
587,Mumbai,Female,47,5,1209679.563,2,Yes,379645,Churned,Mid
593,Bengaluru,Male,82,4,1876258.236,2,Yes,84908,Churned,Old
658,Delhi,Female,36,8,0.0,2,Yes,339865,Retained,Mid
546,Mumbai,Male,34,5,1298048.459,4,Yes,398831,Retained,Mid
579,Delhi,Male,59,7,0.0,4,Yes,502036,Retained,Old
591,Delhi,Female,41,2,0.0,2,Yes,534796,Retained,Mid
425,Delhi,Female,38,8,1635114.553,2,Yes,477413,Churned,Mid
630,Bengaluru,Female,79,4,989123.429,2,Yes,203120,Churned,Old
473,Delhi,Female,56,2,892845.6647,4,No,516440,Retained,Old
466,Bengaluru,Male,57,2,0.0,4,Yes,98908,Retained,Old
566,Delhi,Male,41,3,0.0,5,Yes,178199,Retained,Mid
466,Bengaluru,Female,32,5,1489732.68,2,Yes,276296,Retained,Mid
483,Delhi,Male,61,2,1638135.475,4,No,337589,Retained,Old
643,Delhi,Female,56,7,2632312.221,2,No,381568,Churned,Old
455,Bengaluru,Female,82,5,1507197.252,2,Yes,55805,Retained,Old
604,Mumbai,Male,20,1,1433962.751,2,Yes,86361,Retained,Young
435,Bengaluru,Female,39,2,930551.7913,4,Yes,316913,Retained,Mid
492,Bengaluru,Male,41,5,0.0,2,No,1893,Retained,Mid
592,Bengaluru,Female,57,6,0.0,4,Yes,529626,Retained,Old
561,Bengaluru,Female,45,6,0.0,4,No,40871,Retained,Mid
548,Mumbai,Male,44,8,956851.8297,2,Yes,124439,Retained,Mid
524,Bengaluru,Female,53,4,805608.4012,2,Yes,430612,Churned,Old
617,Delhi,Male,39,4,0.0,4,No,274986,Retained,Mid
587,Delhi,Male,41,2,0.0,4,Yes,293102,Retained,Mid
568,Bengaluru,Female,74,5,1803287.877,4,Yes,198774,Churned,Old
638,Bengaluru,Female,44,4,1809953.022,2,No,465556,Retained,Mid
546,Mumbai,Female,30,7,1525419.21,4,Yes,343638,Retained,Young
543,Bengaluru,Male,44,5,1943916.141,2,Yes,202648,Churned,Mid
611,Mumbai,Female,62,2,1156826.365,2,Yes,211533,Churned,Old
614,Bengaluru,Female,44,8,2022670.733,2,Yes,220328,Retained,Mid
406,Mumbai,Male,70,4,1641528.882,4,Yes,337739,Retained,Old
411,Mumbai,Female,51,5,1647067.693,2,No,376909,Retained,Old
386,Bengaluru,Male,32,8,0.0,4,No,173044,Retained,Mid
479,Mumbai,Female,70,6,1527106.327,2,Yes,178520,Churned,Old
560,Delhi,Male,24,3,0.0,4,Yes,279999,Retained,Young
468,Bengaluru,Female,41,1,0.0,2,No,259108,Retained,Mid
516,Bengaluru,Male,42,6,509762.6593,4,Yes,504988,Retained,Mid
517,Delhi,Female,34,1,0.0,4,Yes,370926,Retained,Mid
469,Delhi,Female,65,2,1213971.284,4,Yes,45603,Retained,Old
523,Delhi,Male,39,5,0.0,4,Yes,113840,Retained,Mid
455,Bengaluru,Female,35,8,1959177.988,2,Yes,283741,Retained,Mid
621,Delhi,Female,42,7,0.0,4,Yes,2558,Retained,Mid
641,Mumbai,Male,50,5,1843370.989,4,Yes,177394,Retained,Mid
497,Bengaluru,Male,47,2,1625756.455,2,Yes,255363,Retained,Mid
529,Bengaluru,Female,79,7,0.0,4,Yes,282000,Retained,Old
432,Mumbai,Male,34,6,1479147.086,2,Yes,324693,Churned,Mid
502,Bengaluru,Female,32,3,1729361.18,2,Yes,391634,Retained,Mid
453,Delhi,Female,59,8,0.0,4,Yes,507129,Retained,Old
585,Bengaluru,Male,22,6,1435975.123,2,Yes,486315,Retained,Young
609,Bengaluru,Male,48,2,1075753.344,2,Yes,194911,Retained,Mid
677,Delhi,Male,38,5,1835418.268,4,No,401417,Retained,Mid
542,Bengaluru,Male,36,2,1993006.8,2,Yes,154555,Retained,Mid
498,Delhi,Female,36,4,750794.4429,2,Yes,24587,Churned,Mid
640,Bengaluru,Female,64,0,595530.6203,2,No,390532,Retained,Old
363,Delhi,Male,54,8,1614221.285,2,Yes,351414,Churned,Old
472,Mumbai,Male,41,3,828906.4237,2,Yes,33152,Retained,Mid
508,Mumbai,Male,47,3,2041223.08,4,Yes,286617,Retained,Mid
492,Delhi,Female,45,8,1289338.211,4,Yes,378157,Retained,Mid
540,Mumbai,Female,26,5,2454501.684,4,Yes,295927,Retained,Young
593,Delhi,Male,30,0,0.0,4,Yes,85388,Churned,Young
609,Bengaluru,Male,28,8,0.0,4,Yes,363672,Retained,Young
491,Delhi,Female,32,5,1687629.166,4,Yes,52832,Retained,Mid
539,Bengaluru,Female,34,3,0.0,4,No,75979,Retained,Mid
528,Bengaluru,Male,50,6,0.0,4,No,62946,Retained,Mid
515,Mumbai,Female,47,4,993336.1673,4,Yes,321327,Retained,Mid
535,Delhi,Female,62,2,0.0,4,Yes,142849,Retained,Old
382,Delhi,Male,34,5,0.0,2,Yes,400602,Churned,Mid
453,Delhi,Female,41,1,1414710.307,2,Yes,269636,Retained,Mid
383,Bengaluru,Female,50,3,2310352.634,2,Yes,522027,Retained,Mid
383,Bengaluru,Female,39,1,1150392.095,2,No,16336,Retained,Mid
554,Bengaluru,Female,41,4,1900636.94,2,Yes,507265,Retained,Mid
609,Mumbai,Female,89,5,2635459.486,4,Yes,535447,Retained,Old
549,Delhi,Male,47,7,887742.4716,2,Yes,391205,Churned,Mid
581,Mumbai,Female,31,5,1095108.436,2,Yes,190634,Retained,Mid
570,Mumbai,Male,32,4,1468062.517,2,Yes,368282,Retained,Mid
514,Mumbai,Male,35,2,1985642.475,4,Yes,495884,Retained,Mid
435,Bengaluru,Male,38,6,1553472.994,4,Yes,192280,Retained,Mid
692,Mumbai,Female,45,3,1603456.528,4,Yes,329822,Retained,Mid
573,Delhi,Male,42,8,2141896.235,2,Yes,370121,Retained,Mid
591,Delhi,Male,28,6,1591368.045,2,No,216367,Retained,Young
545,Bengaluru,Male,39,3,1259930.318,4,Yes,478450,Retained,Mid
568,Bengaluru,Female,42,4,1180353.371,4,No,68544,Retained,Mid
454,Mumbai,Female,27,1,2021626.335,4,Yes,66883,Retained,Young
650,Bengaluru,Male,22,7,2479888.028,4,No,527786,Retained,Young
527,Mumbai,Male,47,4,1866272.646,2,Yes,1830,Churned,Mid
528,Delhi,Female,41,7,0.0,4,Yes,442945,Retained,Mid
515,Mumbai,Female,32,2,1360912.441,4,Yes,382791,Retained,Mid
431,Delhi,Male,22,6,0.0,4,Yes,285411,Retained,Young
596,Bengaluru,Male,24,3,2254672.534,2,Yes,26350,Retained,Young
443,Bengaluru,Female,85,8,1426415.159,2,Yes,340676,Retained,Old
496,Delhi,Female,67,8,0.0,2,Yes,423697,Retained,Old
589,Bengaluru,Female,30,8,0.0,4,Yes,274642,Retained,Young
631,Bengaluru,Female,50,5,1762891.844,4,No,514651,Retained,Mid
561,Delhi,Male,30,4,1132674.43,2,Yes,16795,Churned,Young
583,Bengaluru,Female,59,6,1590346.981,2,Yes,465644,Retained,Old
626,Bengaluru,Male,26,8,0.0,4,No,514886,Retained,Young
555,Delhi,Male,77,0,1571937.097,2,No,232349,Retained,Old
468,Bengaluru,Female,56,1,0.0,4,Yes,180825,Retained,Old
645,Bengaluru,Female,45,3,1828987.244,2,No,230141,Retained,Mid
557,Mumbai,Male,72,3,1654469.467,5,Yes,220814,Churned,Old
592,Bengaluru,Female,42,0,0.0,4,Yes,197827,Retained,Mid
555,Bengaluru,Male,27,0,1374903.672,2,No,306531,Retained,Young
410,Bengaluru,Male,101,7,0.0,2,Yes,94787,Retained,Old
680,Delhi,Male,48,6,2047256.504,2,Yes,427514,Retained,Mid
357,Mumbai,Female,34,7,878448.6192,2,Yes,123121,Retained,Mid
386,Bengaluru,Female,27,5,0.0,4,No,417802,Retained,Young
635,Bengaluru,Female,31,8,0.0,4,No,471519,Retained,Mid
364,Bengaluru,Male,53,4,1038767.907,2,Yes,206607,Retained,Old
657,Mumbai,Female,45,3,1597901.284,2,No,469725,Retained,Mid
469,Bengaluru,Female,70,8,0.0,4,Yes,258781,Retained,Old
431,Delhi,Female,39,4,0.0,4,Yes,513141,Retained,Mid
439,Mumbai,Female,50,1,2545653.408,2,Yes,287721,Retained,Mid
692,Delhi,Female,36,3,1212826.116,4,Yes,374096,Retained,Mid
574,Delhi,Male,23,4,0.0,4,Yes,200370,Retained,Young
559,Bengaluru,Male,80,6,909745.5402,2,Yes,359756,Churned,Old
585,Bengaluru,Female,35,8,1982026.12,2,Yes,211295,Retained,Mid
524,Delhi,Female,69,5,0.0,2,No,231852,Retained,Old
644,Mumbai,Male,31,4,1325806.86,2,Yes,51844,Churned,Mid
573,Mumbai,Male,45,1,1604988.406,2,Yes,319222,Churned,Mid
566,Mumbai,Female,44,5,1906976.405,2,Yes,21970,Retained,Mid
423,Delhi,Male,39,4,1456648.057,2,Yes,247355,Retained,Mid
627,Delhi,Male,72,2,0.0,2,Yes,69106,Churned,Old
425,Bengaluru,Male,48,6,0.0,4,No,484350,Retained,Mid
592,Mumbai,Female,20,7,2101282.249,2,Yes,447405,Retained,Young
470,Bengaluru,Male,32,7,1088751.718,4,No,346411,Retained,Mid
644,Mumbai,Female,39,4,1692373.888,2,Yes,498427,Churned,Mid
548,Delhi,Female,47,1,1554763.065,2,Yes,8929,Retained,Mid
554,Bengaluru,Female,38,3,0.0,4,No,152928,Retained,Mid
420,Mumbai,Male,57,8,1666495.04,2,No,409919,Churned,Old
476,Bengaluru,Male,39,2,0.0,4,Yes,270206,Churned,Mid
461,Bengaluru,Male,44,1,1625728.919,4,Yes,295469,Retained,Mid
557,Bengaluru,Female,54,5,2007832.206,2,Yes,502966,Retained,Old
464,Delhi,Female,38,8,0.0,4,No,502451,Retained,Mid
617,Mumbai,Female,36,0,1680757.423,4,Yes,72897,Retained,Mid
631,Delhi,Female,59,4,2553408.856,4,No,137454,Churned,Old
515,Bengaluru,Male,53,6,0.0,4,Yes,81542,Retained,Old
574,Bengaluru,Male,39,4,0.0,2,Yes,367114,Churned,Mid
539,Bengaluru,Male,42,5,0.0,4,Yes,140360,Retained,Mid
482,Bengaluru,Female,98,4,0.0,4,No,46615,Retained,Old
553,Delhi,Female,41,6,0.0,4,Yes,55096,Retained,Mid
540,Bengaluru,Male,34,6,1270924.91,2,Yes,367604,Retained,Mid
692,Delhi,Female,45,0,1898506.712,2,Yes,254115,Retained,Mid
434,Delhi,Female,44,1,1785490.43,4,No,419076,Retained,Mid
544,Mumbai,Male,39,4,1336507.262,4,Yes,479390,Retained,Mid
518,Bengaluru,Male,59,6,1708972.816,4,Yes,361675,Churned,Old
692,Mumbai,Female,35,8,1898465.993,4,Yes,409493,Retained,Mid
623,Delhi,Female,41,4,878192.8426,2,No,421474,Retained,Mid
662,Mumbai,Female,31,1,1728727.66,4,Yes,404658,Retained,Mid
422,Bengaluru,Female,41,8,0.0,4,No,398818,Retained,Mid
408,Bengaluru,Female,42,4,0.0,4,No,34167,Retained,Mid
522,Delhi,Female,27,7,1940533.999,2,Yes,505226,Retained,Young
541,Delhi,Male,50,2,2155361.876,4,No,429538,Churned,Mid
512,Delhi,Male,53,5,1619608.883,4,No,216674,Retained,Old
548,Delhi,Female,45,7,1834898.048,2,Yes,302666,Retained,Mid
430,Bengaluru,Female,38,1,1620513.454,2,Yes,484303,Retained,Mid
518,Mumbai,Male,31,3,1163610.21,2,No,361452,Retained,Mid
623,Mumbai,Male,30,3,657239.0172,4,Yes,36118,Retained,Young
499,Mumbai,Female,44,8,717715.3063,2,Yes,215260,Churned,Mid
631,Bengaluru,Male,34,4,0.0,4,Yes,253841,Retained,Mid
573,Bengaluru,Male,54,5,0.0,2,Yes,377384,Retained,Old
536,Bengaluru,Female,19,7,0.0,4,No,308430,Retained,Young
557,Mumbai,Female,32,3,1059223.632,2,No,172837,Retained,Mid
476,Bengaluru,Female,41,6,0.0,4,Yes,258321,Retained,Mid
504,Mumbai,Male,65,7,1595931.603,2,No,65495,Retained,Old
500,Mumbai,Female,45,4,1416064.065,4,Yes,142928,Retained,Mid
663,Bengaluru,Female,54,6,0.0,2,No,144897,Churned,Old
620,Delhi,Male,39,3,1516989.591,5,Yes,129086,Churned,Mid
624,Bengaluru,Male,53,2,2086411.452,2,Yes,375126,Retained,Old
521,Delhi,Male,56,7,0.0,4,Yes,243964,Retained,Old
411,Bengaluru,Male,41,2,901140.1551,2,No,477070,Churned,Mid
477,Bengaluru,Male,51,7,1738776.452,2,Yes,183698,Churned,Old
577,Delhi,Male,54,2,0.0,4,No,446382,Retained,Old
619,Delhi,Male,35,4,1260727.762,4,Yes,486657,Retained,Mid
601,Bengaluru,Male,41,0,0.0,4,No,365674,Retained,Mid
483,Mumbai,Male,27,5,1781685.807,4,No,359500,Retained,Young
593,Mumbai,Female,41,7,2093349.975,4,Yes,485309,Retained,Mid
519,Bengaluru,Female,41,5,2747169.46,2,No,128859,Churned,Mid
500,Mumbai,Male,53,5,1506524.791,2,Yes,366018,Churned,Old
505,Bengaluru,Male,91,3,0.0,4,Yes,119147,Retained,Old
436,Bengaluru,Female,45,4,0.0,4,Yes,74388,Retained,Mid
537,Delhi,Male,50,4,0.0,5,Yes,517874,Churned,Mid
533,Mumbai,Female,91,5,2012980.887,2,Yes,512337,Retained,Old
413,Bengaluru,Male,36,1,1420280.108,2,No,391556,Retained,Mid
427,Bengaluru,Male,77,5,558402.6384,2,Yes,228346,Churned,Old
482,Bengaluru,Male,44,7,1515805.286,4,No,53073,Retained,Mid
435,Delhi,Female,75,1,0.0,4,Yes,32276,Churned,Old
487,Mumbai,Male,28,8,2426310.936,2,Yes,230520,Retained,Young
520,Mumbai,Male,48,4,1184021.771,2,Yes,547888,Retained,Mid
645,Bengaluru,Female,84,4,1264123.384,4,Yes,219933,Retained,Old
461,Bengaluru,Female,41,6,0.0,4,No,10675,Retained,Mid
655,Mumbai,Male,54,8,1471482.476,2,Yes,519004,Churned,Old
519,Bengaluru,Female,38,5,1438054.572,2,Yes,267834,Retained,Mid
431,Delhi,Male,45,2,942595.5969,2,Yes,336796,Retained,Mid
575,Bengaluru,Male,75,3,1242257.985,2,Yes,314185,Retained,Old
525,Mumbai,Female,51,8,1868830.005,2,Yes,30968,Churned,Old
397,Delhi,Male,45,8,1876328.695,2,No,34085,Retained,Mid
553,Bengaluru,Female,59,7,0.0,4,Yes,63962,Retained,Old
541,Mumbai,Male,64,8,1374199.289,4,No,3049,Churned,Old
501,Mumbai,Male,30,8,1287051.046,2,No,81745,Churned,Young
495,Delhi,Female,59,6,840809.9533,2,Yes,344571,Retained,Old
692,Delhi,Female,42,4,1818422.892,2,Yes,79088,Retained,Mid
439,Bengaluru,Female,32,0,0.0,4,Yes,441059,Retained,Mid
609,Bengaluru,Male,27,5,0.0,4,No,95754,Retained,Young
565,Delhi,Female,74,7,1467219.498,2,Yes,322492,Retained,Old
586,Delhi,Female,20,2,1580929.165,2,Yes,495123,Retained,Young
559,Mumbai,Male,31,4,886329.2795,2,Yes,334629,Churned,Mid
636,Mumbai,Female,50,6,1634981.571,2,Yes,109128,Retained,Mid
581,Bengaluru,Male,34,4,1613845.319,2,Yes,292168,Retained,Mid
490,Bengaluru,Male,31,3,1033102.277,4,Yes,171207,Retained,Mid
559,Bengaluru,Male,27,5,0.0,4,Yes,90166,Retained,Young
559,Delhi,Male,62,4,0.0,4,Yes,302014,Retained,Old
445,Delhi,Male,22,6,1889071.435,2,Yes,323693,Retained,Young
535,Bengaluru,Female,26,3,0.0,4,No,476591,Retained,Young
580,Bengaluru,Male,35,1,1479823.937,2,No,409767,Churned,Mid
613,Bengaluru,Female,36,4,1570382.246,4,Yes,226916,Retained,Mid
479,Delhi,Female,42,2,0.0,4,No,514587,Retained,Mid
479,Bengaluru,Female,41,1,1219406.418,2,Yes,186515,Retained,Mid
462,Bengaluru,Male,44,3,1745492.208,2,No,341073,Retained,Mid
339,Mumbai,Male,48,8,1564082.692,4,Yes,269331,Retained,Mid
596,Mumbai,Female,47,4,1623166.774,4,Yes,139138,Retained,Mid
412,Bengaluru,Female,41,4,0.0,4,Yes,450028,Retained,Mid
546,Delhi,Female,44,0,1091857.406,4,Yes,9994,Retained,Mid
566,Bengaluru,Male,50,6,1551845.804,2,No,127059,Retained,Mid
518,Delhi,Female,42,1,1447756.668,2,Yes,143798,Retained,Mid
549,Bengaluru,Male,61,0,0.0,2,Yes,220548,Churned,Old
493,Bengaluru,Female,47,4,0.0,4,Yes,194253,Retained,Mid
525,Mumbai,Female,26,1,2173879.577,4,Yes,255005,Retained,Young
497,Bengaluru,Female,85,8,0.0,4,Yes,145971,Retained,Old
562,Bengaluru,Female,44,1,0.0,4,No,122344,Retained,Mid
534,Bengaluru,Male,56,4,1419457.984,4,Yes,380424,Retained,Old
461,Bengaluru,Female,77,3,0.0,4,Yes,70808,Churned,Old
483,Mumbai,Female,44,5,663493.4066,4,Yes,39635,Retained,Mid
446,Bengaluru,Female,74,5,846061.271,2,Yes,365872,Retained,Old
617,Delhi,Female,80,2,0.0,4,Yes,120505,Retained,Old
493,Bengaluru,Male,98,7,0.0,4,Yes,465066,Retained,Old
477,Delhi,Female,48,3,673026.8273,2,Yes,229472,Retained,Mid
402,Bengaluru,Female,94,8,1101759.759,2,Yes,67098,Retained,Old
487,Delhi,Female,38,2,1229016.79,2,No,542571,Retained,Mid
454,Bengaluru,Female,34,6,0.0,2,Yes,543226,Retained,Mid
634,Bengaluru,Female,28,1,0.0,4,Yes,522277,Retained,Young
587,Delhi,Male,62,4,1730771.808,2,Yes,351418,Retained,Old
687,Bengaluru,Female,44,6,1388611.155,2,Yes,326955,Retained,Mid
482,Delhi,Female,34,6,1365495.318,2,No,120338,Retained,Mid
589,Mumbai,Female,38,5,1498608.294,4,No,430531,Retained,Mid
572,Bengaluru,Female,30,8,0.0,4,No,5894,Retained,Young
692,Bengaluru,Female,47,5,0.0,2,Yes,375317,Churned,Mid
626,Bengaluru,Male,28,2,0.0,2,Yes,158571,Retained,Young
420,Bengaluru,Female,56,2,0.0,4,Yes,463369,Retained,Old
461,Mumbai,Female,22,6,1953066.827,4,Yes,280138,Retained,Young
459,Bengaluru,Female,47,4,0.0,2,Yes,234135,Churned,Mid
621,Bengaluru,Male,23,2,0.0,4,Yes,421892,Retained,Young
466,Delhi,Female,34,4,1175804.755,2,No,328773,Retained,Mid
527,Bengaluru,Male,18,1,0.0,4,No,60556,Retained,Young
435,Bengaluru,Male,23,4,1281461.358,2,No,438858,Retained,Young
387,Bengaluru,Male,47,4,0.0,4,No,500150,Retained,Mid
632,Bengaluru,Male,50,4,1998325.944,2,Yes,106359,Retained,Mid
349,Bengaluru,Female,24,4,1139060.224,2,Yes,126501,Retained,Young
389,Bengaluru,Female,39,1,1088781.565,2,Yes,489407,Retained,Mid
448,Bengaluru,Female,34,1,0.0,4,Yes,507159,Retained,Mid
427,Mumbai,Male,42,8,1652692.883,4,Yes,492170,Retained,Mid
566,Delhi,Female,30,7,0.0,2,No,484167,Retained,Young
627,Delhi,Female,64,4,1789218.651,5,Yes,417770,Churned,Old
614,Bengaluru,Male,54,5,0.0,2,Yes,202424,Churned,Old
565,Bengaluru,Female,57,4,0.0,4,Yes,541197,Retained,Old
541,Bengaluru,Male,70,7,1803781.078,2,Yes,256915,Retained,Old
540,Delhi,Female,48,6,1584732.164,2,Yes,451866,Retained,Mid
548,Bengaluru,Female,87,0,0.0,2,Yes,234896,Retained,Old
461,Bengaluru,Male,48,8,1830261.092,2,Yes,389083,Churned,Mid
570,Bengaluru,Male,39,2,0.0,4,Yes,180187,Retained,Mid
509,Mumbai,Male,57,2,1254294.07,2,No,456116,Churned,Old
571,Bengaluru,Female,54,8,829117.5623,2,Yes,468553,Retained,Old
570,Bengaluru,Female,36,8,1997947.721,2,Yes,522246,Retained,Mid
631,Bengaluru,Male,31,6,2553895.756,4,Yes,317324,Retained,Mid
505,Bengaluru,Male,31,3,0.0,4,No,420270,Retained,Mid
470,Delhi,Male,53,7,1454621.669,2,No,349348,Retained,Old
531,Delhi,Female,30,7,2163466.236,4,Yes,543177,Retained,Young
529,Mumbai,Male,56,8,2024283.396,4,Yes,484685,Retained,Old
618,Bengaluru,Male,36,8,2230375.243,4,No,256288,Retained,Mid
396,Delhi,Female,24,1,0.0,2,Yes,270704,Retained,Young
495,Mumbai,Male,53,4,1630266.788,2,No,362823,Churned,Old
601,Delhi,Female,18,4,1047275.714,2,Yes,528812,Retained,Young
482,Mumbai,Female,41,2,1279557.753,4,Yes,295762,Retained,Mid
644,Bengaluru,Female,38,1,0.0,2,No,236532,Retained,Mid
537,Bengaluru,Male,44,4,1373559.263,4,Yes,536753,Retained,Mid
565,Delhi,Female,44,6,1553071.268,2,Yes,310920,Retained,Mid
577,Bengaluru,Female,61,4,2119109.439,4,Yes,106291,Retained,Old
443,Delhi,Male,67,8,0.0,2,Yes,344376,Churned,Old
661,Mumbai,Female,32,1,1468709.657,2,No,235101,Retained,Mid
411,Mumbai,Male,26,4,1433577.349,4,Yes,347215,Retained,Young
532,Bengaluru,Male,30,6,0.0,4,Yes,414583,Retained,Young
662,Bengaluru,Male,59,6,0.0,4,Yes,364043,Retained,Old
527,Bengaluru,Male,62,8,1245236.471,2,Yes,519318,Retained,Old
433,Bengaluru,Female,50,1,2203022.399,2,Yes,276677,Churned,Mid
548,Bengaluru,Female,56,2,2489425.229,2,Yes,247106,Churned,Old
692,Bengaluru,Female,41,6,0.0,2,Yes,111821,Retained,Mid
505,Delhi,Female,34,2,2344684.294,4,Yes,370349,Retained,Mid
644,Bengaluru,Female,30,4,0.0,2,Yes,477925,Retained,Young
568,Bengaluru,Female,41,2,935331.5347,4,Yes,255488,Retained,Mid
405,Mumbai,Female,54,6,1351475.486,4,No,454787,Retained,Old
453,Bengaluru,Male,47,8,1692912.624,2,No,49298,Retained,Mid
539,Bengaluru,Female,44,0,1288603.46,2,No,492715,Retained,Mid
548,Bengaluru,Male,20,8,1530233.33,4,Yes,93056,Retained,Young
578,Mumbai,Male,24,6,1254141.782,4,Yes,474750,Retained,Young
395,Bengaluru,Female,48,2,1209348.357,4,Yes,34815,Retained,Mid
494,Bengaluru,Female,39,2,0.0,4,Yes,312863,Retained,Mid
614,Delhi,Female,45,6,2179051.051,4,Yes,366045,Churned,Mid
535,Bengaluru,Male,30,6,0.0,4,No,14186,Retained,Young
645,Mumbai,Male,38,4,1657371.439,2,Yes,392775,Retained,Mid
567,Mumbai,Male,59,2,1334257.186,4,Yes,284791,Retained,Old
531,Bengaluru,Female,28,8,1321034.405,4,No,121747,Retained,Young
635,Delhi,Male,31,5,1185959.05,2,No,307417,Retained,Mid
494,Mumbai,Female,45,2,967874.9943,4,Yes,334111,Retained,Mid
467,Delhi,Female,41,1,0.0,4,No,196472,Retained,Mid
431,Delhi,Female,53,5,0.0,4,No,153139,Retained,Old
644,Bengaluru,Female,32,1,1647761.211,2,Yes,311118,Retained,Mid
534,Bengaluru,Female,53,8,1928873.314,2,No,349177,Retained,Old
426,Delhi,Male,41,7,1423989.815,2,No,36159,Retained,Mid
462,Bengaluru,Male,53,6,0.0,4,No,170886,Churned,Old
545,Mumbai,Male,50,4,483283.4497,5,Yes,274872,Retained,Mid
410,Bengaluru,Female,50,3,1779447.408,4,No,370369,Retained,Mid
552,Delhi,Female,30,4,1843676.742,2,Yes,148346,Retained,Young
592,Bengaluru,Male,56,2,1359602.459,2,Yes,55556,Churned,Old
571,Bengaluru,Male,47,1,1261263.731,2,No,26611,Churned,Mid
671,Mumbai,Female,42,5,1495562.214,2,No,143297,Retained,Mid
577,Mumbai,Female,38,4,2013189.198,4,Yes,58966,Retained,Mid
527,Mumbai,Female,36,6,1785852.104,4,No,470343,Retained,Mid
563,Bengaluru,Male,41,4,0.0,2,Yes,508462,Churned,Mid
383,Delhi,Male,30,4,0.0,4,Yes,61255,Retained,Young
502,Delhi,Female,44,6,0.0,2,Yes,74632,Retained,Mid
427,Bengaluru,Female,27,6,2106622.103,2,Yes,173152,Retained,Young
594,Delhi,Female,26,4,2354773.537,2,Yes,154274,Retained,Young
514,Bengaluru,Male,20,1,0.0,4,Yes,230171,Retained,Young
692,Delhi,Female,61,7,0.0,2,No,70874,Churned,Old
461,Mumbai,Male,39,1,1578280.945,2,Yes,181502,Churned,Mid
682,Bengaluru,Male,38,7,0.0,4,Yes,75270,Retained,Mid
471,Bengaluru,Male,54,2,0.0,4,No,31548,Retained,Old
571,Mumbai,Male,23,6,1186198.53,2,Yes,313997,Retained,Young
527,Bengaluru,Male,44,2,0.0,4,No,26170,Retained,Mid
553,Delhi,Male,47,6,0.0,4,Yes,448669,Retained,Mid
573,Delhi,Female,44,5,1311184.76,2,Yes,476120,Retained,Mid
503,Bengaluru,Male,56,5,2045678.407,2,Yes,330612,Churned,Old
474,Mumbai,Female,28,4,1298731.044,4,Yes,536274,Retained,Young
386,Delhi,Female,42,3,0.0,4,No,156652,Retained,Mid
348,Bengaluru,Male,82,1,1327955.895,2,No,159957,Retained,Old
550,Bengaluru,Female,31,4,1879235.563,2,Yes,99241,Retained,Mid
571,Bengaluru,Female,42,8,2051205.367,2,Yes,259541,Retained,Mid
509,Bengaluru,Male,54,3,0.0,2,Yes,505430,Churned,Old
427,Delhi,Male,79,6,0.0,4,No,460389,Retained,Old
334,Bengaluru,Male,39,6,1481298.142,2,Yes,300653,Retained,Mid
635,Bengaluru,Female,44,2,1491610.753,2,No,179822,Churned,Mid
557,Delhi,Male,41,4,0.0,2,Yes,320668,Retained,Mid
352,Mumbai,Male,54,3,1367883.278,2,Yes,117941,Churned,Old
505,Mumbai,Female,57,6,1321987.874,2,Yes,183020,Retained,Old
566,Delhi,Female,79,7,1032685.087,2,Yes,539361,Retained,Old
441,Delhi,Female,69,7,1296542.985,2,No,386126,Churned,Old
440,Bengaluru,Female,45,6,0.0,4,Yes,54312,Retained,Mid
692,Mumbai,Female,70,0,1185194.165,2,Yes,229098,Churned,Old
296,Delhi,Male,30,5,1973122.87,5,Yes,275670,Churned,Young
460,Mumbai,Male,57,8,1862503.092,2,Yes,454401,Churned,Old
657,Bengaluru,Female,50,6,1499251.1,2,Yes,70923,Retained,Mid
574,Bengaluru,Male,34,3,1524346.37,2,No,500099,Retained,Mid
535,Mumbai,Male,34,3,1746364.571,2,No,400946,Churned,Mid
569,Delhi,Female,57,1,0.0,4,No,82517,Retained,Old
498,Bengaluru,Male,84,2,1635737.298,2,No,404252,Retained,Old
510,Delhi,Male,70,5,0.0,2,No,251912,Churned,Old
475,Mumbai,Male,32,7,1396908.491,2,Yes,487067,Churned,Mid
624,Bengaluru,Male,38,7,0.0,4,Yes,259649,Retained,Mid
557,Delhi,Male,24,8,891072.3854,2,No,538583,Retained,Young
417,Bengaluru,Male,42,1,0.0,4,No,427703,Retained,Mid
561,Mumbai,Female,34,2,1819382.281,4,Yes,151753,Retained,Mid
465,Bengaluru,Female,53,8,0.0,4,No,105302,Retained,Old
605,Mumbai,Male,39,1,1985119.405,2,Yes,518673,Retained,Mid
532,Delhi,Female,38,4,0.0,4,Yes,436488,Retained,Mid
419,Mumbai,Female,79,8,1424556.854,2,Yes,50480,Churned,Old
452,Delhi,Female,28,4,0.0,4,No,264117,Retained,Young
531,Bengaluru,Male,47,0,0.0,4,Yes,98075,Retained,Mid
538,Mumbai,Female,39,2,1481765.515,2,Yes,227550,Retained,Mid
468,Bengaluru,Male,47,1,1858627.068,2,Yes,496718,Retained,Mid
543,Mumbai,Male,72,7,1822891.212,2,Yes,358499,Churned,Old
491,Delhi,Male,45,4,2263829.897,4,Yes,149877,Retained,Mid
519,Bengaluru,Male,50,6,2323623.478,2,No,90186,Retained,Mid
